order_id,date,region,category,units,unit_price,revenue
49,2024-10-17,North,Electronics,27,330.4,8920.8
50,2024-06-08,East,Food,14,336.51,4711.14
51,2024-05-15,East,Toys,9,337.49,3037.41
52,2024-10-04,East,Electronics,1,231.85,231.85
53,2024-06-03,North,Clothing,33,136.27,4496.91
54,2024-09-23,South,Food,19,83.08,1578.52
55,2024-05-22,East,Electronics,43,409.47,17607.21
56,2024-02-24,North,Clothing,17,62.14,1056.38
57,2024-12-11,South,Food,19,304.39,5783.41
58,2024-01-03,South,Food,33,246.82,8145.06
59,2024-03-21,West,Food,3,6.76,20.28
60,2024-12-14,East,Clothing,48,223.71,10738.08
61,2024-12-05,North,Electronics,5,472.8,2364.0
62,2024-07-05,North,Food,38,278.5,10583.0
63,2024-01-12,North,Food,24,450.0,10800.0
64,2024-09-28,South,Clothing,43,55.88,2402.84
65,2024-03-14,West,Clothing,16,432.98,6927.68
66,2024-07-26,North,Clothing,48,462.62,22205.76
67,2024-02-13,South,Food,11,394.75,4342.25
68,2024-08-12,North,Toys,15,103.79,1556.85
69,2024-04-13,East,Clothing,15,16.71,250.65
70,2024-05-12,East,Food,5,483.61,2418.05
71,2024-05-06,West,Food,2,62.09,124.18
72,2024-06-24,East,Electronics,7,300.3,2102.1
73,2024-02-13,East,Toys,39,492.2,19195.8
74,2024-01-17,South,Food,3,355.85,1067.55
75,2024-11-11,South,Food,28,39.64,1109.92
76,2024-09-10,East,Electronics,47,450.52,21174.44
77,2024-09-05,West,Food,26,350.12,9103.12
78,2024-11-24,South,Toys,43,470.48,20230.64
79,2024-01-10,South,Food,26,276.23,7181.98
80,2024-10-21,East,Clothing,28,393.95,11030.6
81,2024-04-17,East,Toys,29,223.87,6492.23
82,2024-09-22,West,Clothing,43,46.97,2019.71
83,2024-05-08,East,Electronics,49,121.26,5941.74
84,2024-08-20,South,Clothing,2,27.88,55.76
85,2024-10-07,North,Toys,27,443.64,11978.28
86,2024-11-23,West,Toys,26,125.77,3270.02
87,2024-03-26,North,Electronics,50,215.45,10772.5
88,2024-02-15,West,Electronics,36,128.35,4620.6
89,2024-09-20,South,Toys,43,267.91,11520.13
90,2024-09-14,East,Toys,40,408.43,16337.2
91,2024-08-09,West,Clothing,48,431.44,20709.12
92,2024-08-21,South,Food,50,389.95,19497.5
93,2024-05-08,South,Food,29,43.35,1257.15
94,2024-02-05,East,Food,21,447.05,9388.05
95,2024-12-07,South,Clothing,25,348.51,8712.75
96,2024-08-14,North,Toys,27,168.79,4557.33
97,2024-10-23,North,Clothing,27,197.79,5340.33
98,2024-06-10,North,Toys,31,7.92,245.52
99,2024-09-26,West,Toys,35,375.02,13125.7
100,2024-08-01,South,Toys,15,140.1,2101.5
101,2024-07-24,West,Food,43,341.18,14670.74
102,2024-09-01,South,Toys,9,490.46,4414.14
103,2024-03-28,West,Electronics,6,323.16,1938.96
104,2024-06-07,West,Clothing,4,133.78,535.12
105,2024-07-09,West,Food,22,381.81,8399.82
106,2024-12-18,West,Food,6,237.8,1426.8
107,2024-11-02,North,Food,15,326.82,4902.3
108,2024-10-05,North,Clothing,13,420.42,5465.46
109,2024-10-07,South,Clothing,31,336.38,10427.78
110,2024-10-20,West,Food,50,187.6,9380.0
111,2024-01-10,North,Clothing,20,58.51,1170.2
112,2024-10-23,West,Toys,46,103.17,4745.82
113,2024-11-20,South,Electronics,45,387.38,17432.1
114,2024-11-12,North,Electronics,23,268.71,6180.33
115,2024-08-04,North,Food,1,425.54,425.54
116,2024-08-23,West,Food,41,446.33,18299.53
117,2024-11-09,South,Toys,12,368.23,4418.76
118,2024-10-09,West,Toys,28,413.74,11584.72
119,2024-08-08,East,Clothing,6,143.07,858.42
120,2024-06-06,West,Toys,22,19.21,422.62
121,2024-06-09,West,Clothing,23,399.93,9198.39
122,2024-02-08,East,Electronics,34,474.29,16125.86
123,2024-12-16,West,Toys,36,380.29,13690.44
124,2024-04-13,West,Toys,2,51.06,102.12
125,2024-08-18,South,Food,43,292.87,12593.41
126,2024-06-23,East,Toys,48,277.44,13317.12
127,2024-02-24,West,Food,20,129.44,2588.8
128,2024-12-06,South,Food,8,372.73,2981.84
129,2024-12-19,South,Clothing,48,244.68,11744.64
130,2024-06-06,East,Electronics,13,151.64,1971.32
131,2024-05-02,East,Electronics,46,269.4,12392.4
132,2024-11-28,North,Food,45,472.32,21254.4
133,2024-08-16,West,Electronics,1,289.16,289.16
134,2024-05-28,West,Food,12,482.92,5795.04
135,2024-02-19,West,Electronics,5,203.35,1016.75
136,2024-05-03,North,Clothing,10,406.52,4065.2
137,2024-10-20,South,Electronics,36,383.4,13802.4
138,2024-05-28,South,Toys,29,454.71,13186.59
139,2024-10-24,West,Food,37,312.41,11559.17
140,2024-11-03,North,Clothing,41,109.46,4487.86
141,2024-03-01,South,Clothing,12,278.24,3338.88
142,2024-05-02,West,Toys,45,298.94,13452.3
143,2024-08-03,South,Food,46,144.95,6667.7
144,2024-04-14,South,Food,41,296.95,12174.95
145,2024-05-27,North,Clothing,42,78.75,3307.5
146,2024-05-20,South,Electronics,4,87.13,348.52
147,2024-05-23,East,Toys,8,237.01,1896.08
148,2024-08-03,West,Food,33,272.29,8985.57
149,2024-05-01,North,Toys,48,164.55,7898.4
150,2024-10-19,North,Clothing,44,418.8,18427.2
151,2024-03-16,North,Food,37,24.91,921.67
152,2024-07-21,West,Food,12,498.49,5981.88
153,2024-06-11,West,Electronics,31,177.24,5494.44
154,2024-08-10,North,Clothing,22,208.76,4592.72
155,2024-05-11,West,Electronics,30,48.59,1457.7
156,2024-01-22,North,Toys,33,413.34,13640.22
157,2024-06-20,West,Toys,4,97.85,391.4
158,2024-05-18,West,Toys,49,30.55,1496.95
159,2024-08-04,South,Food,29,441.02,12789.58
160,2024-09-01,North,Clothing,46,83.4,3836.4
161,2024-02-15,West,Electronics,15,496.17,7442.55
162,2024-05-17,North,Clothing,32,466.66,14933.12
163,2024-04-15,East,Toys,31,490.22,15196.82
164,2024-09-24,South,Toys,13,461.32,5997.16
165,2024-07-11,South,Electronics,18,387.47,6974.46
166,2024-10-19,East,Electronics,19,364.4,6923.6
167,2024-06-11,West,Clothing,29,271.6,7876.4
168,2024-12-08,West,Toys,21,435.45,9144.45
169,2024-06-24,West,Clothing,50,208.33,10416.5
170,2024-11-05,West,Toys,25,494.26,12356.5
171,2024-10-11,West,Electronics,9,253.63,2282.67
172,2024-08-01,North,Toys,7,265.35,1857.45
173,2024-02-16,South,Toys,42,485.13,20375.46
174,2024-11-03,East,Food,40,347.89,13915.6
175,2024-08-28,East,Toys,21,315.27,6620.67
176,2024-05-08,North,Electronics,16,317.42,5078.72
177,2024-12-28,North,Toys,7,381.38,2669.66
178,2024-01-02,North,Toys,11,348.53,3833.83
179,2024-07-05,East,Electronics,19,182.44,3466.36
180,2024-03-06,South,Toys,37,342.49,12672.13
181,2024-10-22,South,Electronics,40,436.07,17442.8
182,2024-08-21,South,Toys,38,75.84,2881.92
183,2024-08-10,East,Toys,17,335.09,5696.53
184,2024-10-10,South,Electronics,29,472.89,13713.81
185,2024-04-13,West,Food,30,423.43,12702.9
186,2024-06-19,West,Electronics,16,193.78,3100.48
187,2024-11-13,East,Food,2,489.08,978.16
188,2024-12-02,East,Electronics,37,433.21,16028.77
189,2024-10-26,West,Food,50,400.44,20022.0
190,2024-05-22,East,Clothing,41,99.12,4063.92
191,2024-05-26,South,Electronics,41,324.94,13322.54
192,2024-03-03,West,Electronics,38,185.61,7053.18
193,2024-04-05,East,Food,48,210.67,10112.16
194,2024-08-26,East,Food,11,132.2,1454.2
195,2024-02-05,East,Food,8,236.82,1894.56
196,2024-07-01,South,Toys,36,186.06,6698.16
197,2024-12-22,East,Electronics,30,187.45,5623.5
198,2024-02-22,East,Toys,41,470.44,19288.04
199,2024-09-11,South,Toys,2,311.68,623.36
200,2024-12-10,South,Electronics,41,412.81,16925.21
201,2024-01-10,West,Electronics,9,27.45,247.05
202,2024-09-05,West,Electronics,7,121.23,848.61
203,2024-12-23,West,Toys,24,336.89,8085.36
204,2024-08-20,West,Clothing,27,329.19,8888.13
205,2024-04-15,West,Food,3,346.69,1040.07
206,2024-11-12,West,Clothing,24,54.18,1300.32
207,2024-02-28,East,Electronics,26,141.56,3680.56
208,2024-11-20,West,Electronics,43,109.99,4729.57
209,2024-03-26,North,Electronics,22,125.57,2762.54
210,2024-10-07,South,Electronics,49,279.33,13687.17
211,2024-10-01,South,Food,50,78.04,3902.0
212,2024-03-04,East,Clothing,9,272.41,2451.69
213,2024-04-19,North,Clothing,1,182.33,182.33
214,2024-03-24,East,Electronics,12,136.36,1636.32
215,2024-08-25,West,Electronics,48,36.46,1750.08
216,2024-10-02,East,Electronics,29,254.4,7377.6
217,2024-01-16,East,Toys,42,482.19,20251.98
218,2024-12-15,West,Toys,44,58.44,2571.36
219,2024-02-05,North,Electronics,21,306.11,6428.31
220,2024-09-10,East,Food,25,497.34,12433.5
221,2024-02-28,West,Toys,7,397.58,2783.06
222,2024-07-11,South,Toys,29,444.61,12893.69
223,2024-06-14,West,Toys,27,366.16,9886.32
224,2024-11-16,East,Food,24,477.03,11448.72
225,2024-02-24,North,Electronics,6,51.15,306.9
226,2024-09-18,East,Clothing,36,34.69,1248.84
227,2024-11-25,East,Electronics,27,180.03,4860.81
228,2024-06-04,West,Electronics,19,302.2,5741.8
229,2024-02-12,South,Clothing,43,243.68,10478.24
230,2024-04-26,East,Electronics,49,142.89,7001.61
231,2024-12-09,West,Electronics,39,464.9,18131.1
232,2024-05-11,North,Clothing,18,352.84,6351.12
233,2024-10-22,East,Electronics,12,435.58,5226.96
234,2024-01-03,West,Electronics,10,371.78,3717.8
235,2024-03-12,South,Toys,27,229.55,6197.85
236,2024-10-03,East,Food,50,471.0,23550.0
237,2024-01-22,North,Clothing,11,378.45,4162.95
238,2024-08-20,North,Food,29,332.66,9647.14
239,2024-09-04,West,Toys,18,111.71,2010.78
240,2024-11-19,East,Toys,8,145.21,1161.68
241,2024-10-02,West,Food,3,114.16,342.48
242,2024-03-25,North,Clothing,20,472.94,9458.8
243,2024-08-24,East,Food,21,64.39,1352.19
244,2024-12-08,West,Clothing,9,193.2,1738.8
245,2024-01-14,East,Electronics,26,431.57,11220.82
246,2024-10-14,North,Toys,5,431.74,2158.7
247,2024-01-11,West,Toys,19,62.01,1178.19
248,2024-02-14,South,Toys,45,460.29,20713.05
249,2024-09-03,North,Clothing,28,296.49,8301.72
250,2024-06-25,West,Food,48,173.06,8306.88
251,2024-09-17,South,Electronics,33,318.45,10508.85
252,2024-11-27,South,Food,23,365.05,8396.15
253,2024-04-06,South,Clothing,7,77.49,542.43
254,2024-11-16,South,Electronics,12,475.89,5710.68
255,2024-10-21,West,Toys,44,462.46,20348.24
256,2024-08-15,East,Food,10,222.68,2226.8
257,2024-09-03,East,Food,38,32.81,1246.78
258,2024-06-27,East,Toys,29,23.62,684.98
259,2024-02-20,East,Electronics,42,432.8,18177.6
260,2024-12-02,West,Toys,38,279.39,10616.82
261,2024-09-05,West,Clothing,21,304.48,6394.08
262,2024-06-23,North,Toys,7,406.43,2845.01
263,2024-08-15,North,Clothing,3,127.63,382.89
264,2024-07-14,South,Food,24,459.38,11025.12
265,2024-02-11,East,Electronics,41,325.42,13342.22
266,2024-11-20,North,Toys,19,129.74,2465.06
267,2024-03-12,South,Food,6,293.46,1760.76
268,2024-02-10,East,Toys,9,299.55,2695.95
269,2024-12-22,West,Food,9,336.71,3030.39
270,2024-06-10,North,Toys,33,184.1,6075.3
271,2024-08-07,South,Clothing,22,474.1,10430.2
272,2024-02-17,South,Clothing,10,43.2,432.0
273,2024-10-13,North,Food,50,310.93,15546.5
274,2024-10-26,South,Clothing,12,416.52,4998.24
275,2024-11-24,South,Toys,3,208.38,625.14
276,2024-12-26,South,Toys,40,146.04,5841.6
277,2024-08-27,West,Clothing,35,123.39,4318.65
278,2024-08-15,South,Food,44,473.83,20848.52
279,2024-03-27,East,Toys,33,266.09,8780.97
280,2024-08-28,South,Clothing,17,30.83,524.11
281,2024-02-10,East,Electronics,46,423.72,19491.12
282,2024-09-05,North,Clothing,18,227.41,4093.38
283,2024-06-01,West,Electronics,15,409.27,6139.05
284,2024-04-13,West,Electronics,26,253.49,6590.74
285,2024-02-27,North,Food,15,18.95,284.25
286,2024-08-23,East,Clothing,9,23.96,215.64
287,2024-02-01,South,Toys,29,309.6,8978.4
288,2024-12-20,East,Clothing,10,276.66,2766.6
289,2024-05-04,West,Electronics,50,147.61,7380.5
290,2024-10-15,North,Clothing,27,321.28,8674.56
291,2024-01-21,North,Electronics,32,300.39,9612.48
292,2024-10-12,South,Clothing,19,217.47,4131.93
293,2024-02-17,South,Toys,12,333.86,4006.32
294,2024-09-18,East,Electronics,34,274.32,9326.88
295,2024-07-12,North,Toys,31,26.55,823.05
296,2024-06-08,East,Electronics,23,395.32,9092.36
297,2024-09-11,North,Food,9,26.95,242.55
298,2024-03-26,South,Toys,45,241.87,10884.15
299,2024-08-02,South,Electronics,46,389.21,17903.66
300,2024-01-11,East,Clothing,3,396.6,1189.8
301,2024-01-25,East,Toys,35,239.33,8376.55
302,2024-01-28,South,Food,23,431.76,9930.48
303,2024-07-13,East,Food,8,400.67,3205.36
304,2024-08-23,West,Toys,22,486.99,10713.78
305,2024-02-24,West,Food,34,137.03,4659.02
306,2024-03-18,West,Electronics,28,303.21,8489.88
307,2024-11-10,East,Food,7,44.63,312.41
308,2024-03-23,East,Toys,39,360.24,14049.36
309,2024-06-20,West,Food,29,25.97,753.13
310,2024-01-03,West,Food,41,490.11,20094.51
311,2024-11-06,West,Food,33,401.54,13250.82
312,2024-08-02,North,Clothing,39,340.65,13285.35
313,2024-06-12,South,Electronics,16,390.37,6245.92
314,2024-08-12,West,Electronics,39,80.95,3157.05
315,2024-03-17,East,Toys,49,43.06,2109.94
316,2024-04-04,East,Toys,21,326.53,6857.13
317,2024-09-04,North,Clothing,32,261.28,8360.96
318,2024-10-10,East,Food,46,225.91,10391.86
319,2024-02-15,West,Clothing,8,72.19,577.52
320,2024-06-22,South,Toys,6,406.2,2437.2
321,2024-05-28,East,Electronics,36,273.37,9841.32
322,2024-02-07,South,Clothing,24,256.83,6163.92
323,2024-09-19,South,Clothing,32,18.01,576.32
324,2024-02-03,East,Toys,36,69.24,2492.64
325,2024-09-14,East,Toys,46,360.84,16598.64
326,2024-11-03,West,Electronics,9,486.33,4376.97
327,2024-03-27,West,Toys,44,261.09,11487.96
328,2024-01-27,South,Clothing,28,253.92,7109.76
329,2024-06-23,North,Clothing,20,86.51,1730.2
330,2024-02-09,South,Food,34,447.99,15231.66
331,2024-10-18,South,Food,9,314.39,2829.51
332,2024-03-06,North,Clothing,38,471.1,17901.8
333,2024-11-25,East,Electronics,2,45.21,90.42
334,2024-10-21,East,Clothing,50,288.21,14410.5
335,2024-11-10,North,Toys,41,275.06,11277.46
336,2024-08-03,West,Clothing,44,206.02,9064.88
337,2024-08-07,North,Clothing,29,210.73,6111.17
338,2024-06-24,East,Clothing,21,431.44,9060.24
339,2024-09-18,East,Toys,9,381.53,3433.77
340,2024-05-15,North,Food,16,235.9,3774.4
341,2024-07-28,South,Clothing,7,30.05,210.35
342,2024-10-24,West,Clothing,11,407.67,4484.37
343,2024-09-15,East,Clothing,49,83.87,4109.63
344,2024-07-17,West,Food,32,16.47,527.04
345,2024-01-02,West,Clothing,14,293.76,4112.64
346,2024-11-22,East,Toys,39,441.76,17228.64
347,2024-02-14,West,Food,35,9.05,316.75
348,2024-07-12,South,Food,47,186.06,8744.82
349,2024-04-12,North,Toys,4,287.29,1149.16
350,2024-09-09,East,Electronics,25,254.61,6365.25
351,2024-06-18,North,Clothing,7,199.98,1399.86
352,2024-07-17,East,Clothing,13,303.22,3941.86
353,2024-06-26,North,Electronics,3,72.83,218.49
354,2024-09-05,West,Toys,10,305.1,3051.0
355,2024-10-24,East,Food,11,199.51,2194.61
356,2024-09-16,East,Food,33,415.0,13695.0
357,2024-11-04,East,Toys,2,187.34,374.68
358,2024-11-01,West,Food,47,436.69,20524.43
359,2024-10-19,West,Food,42,392.54,16486.68
360,2024-09-21,South,Electronics,38,242.82,9227.16
361,2024-10-23,West,Clothing,44,124.89,5495.16
362,2024-07-05,North,Clothing,2,223.31,446.62
363,2024-10-16,West,Clothing,27,253.4,6841.8
364,2024-06-22,North,Clothing,34,107.63,3659.42
365,2024-08-18,West,Toys,21,478.56,10049.76
366,2024-12-22,East,Food,44,387.13,17033.72
367,2024-05-18,East,Toys,13,478.88,6225.44
368,2024-12-07,East,Clothing,20,386.73,7734.6
369,2024-12-09,West,Food,31,177.66,5507.46
370,2024-07-13,East,Electronics,37,339.93,12577.41
371,2024-12-03,East,Clothing,19,25.82,490.58
372,2024-08-07,East,Toys,42,131.94,5541.48
373,2024-03-04,South,Food,36,349.6,12585.6
374,2024-09-08,South,Clothing,4,336.57,1346.28
375,2024-12-16,South,Electronics,7,209.58,1467.06
376,2024-03-14,North,Clothing,1,482.44,482.44
377,2024-05-11,West,Toys,42,103.73,4356.66
378,2024-10-08,East,Electronics,50,49.28,2464.0
379,2024-03-02,North,Clothing,27,441.71,11926.17
380,2024-05-02,West,Toys,12,468.62,5623.44
381,2024-06-10,North,Food,37,303.38,11225.06
382,2024-08-09,West,Toys,9,426.27,3836.43
383,2024-08-21,South,Electronics,22,85.43,1879.46
384,2024-05-19,East,Clothing,1,369.63,369.63
385,2024-07-27,South,Clothing,40,428.79,17151.6
386,2024-02-06,West,Food,6,203.41,1220.46
387,2024-01-09,South,Toys,21,468.23,9832.83
388,2024-06-10,West,Clothing,29,378.11,10965.19
389,2024-04-02,North,Food,42,182.98,7685.16
390,2024-11-17,North,Toys,20,84.06,1681.2
391,2024-05-12,East,Electronics,41,458.48,18797.68
392,2024-08-24,South,Clothing,9,241.7,2175.3
393,2024-08-25,East,Toys,45,276.87,12459.15
394,2024-02-17,South,Clothing,44,378.6,16658.4
395,2024-02-02,West,Food,5,459.04,2295.2
396,2024-09-15,South,Clothing,11,167.42,1841.62
397,2024-02-17,North,Clothing,46,293.66,13508.36
398,2024-07-15,West,Electronics,30,70.31,2109.3
399,2024-12-01,North,Toys,44,404.42,17794.48
400,2024-10-03,West,Food,1,374.17,374.17
401,2024-09-02,North,Toys,23,351.69,8088.87
402,2024-03-25,North,Toys,3,147.11,441.33
403,2024-07-15,South,Toys,24,496.46,11915.04
404,2024-11-28,West,Toys,6,342.95,2057.7
405,2024-09-13,South,Food,8,93.34,746.72
406,2024-05-15,South,Clothing,1,379.31,379.31
407,2024-06-05,West,Toys,15,127.52,1912.8
408,2024-01-26,East,Clothing,47,383.92,18044.24
409,2024-02-20,West,Electronics,16,107.01,1712.16
410,2024-01-08,North,Toys,39,337.65,13168.35
411,2024-04-25,North,Toys,29,121.0,3509.0
412,2024-04-27,North,Clothing,33,496.77,16393.41
413,2024-03-22,East,Food,16,154.37,2469.92
414,2024-09-19,South,Toys,20,141.2,2824.0
415,2024-06-21,South,Toys,36,250.33,9011.88
416,2024-03-10,West,Food,45,211.08,9498.6
417,2024-04-28,West,Clothing,49,271.27,13292.23
418,2024-08-02,South,Food,46,76.45,3516.7
419,2024-07-08,West,Toys,36,267.35,9624.6
420,2024-08-28,East,Clothing,22,325.12,7152.64
421,2024-04-02,East,Electronics,35,363.67,12728.45
422,2024-01-28,East,Toys,44,304.46,13396.24
423,2024-11-18,North,Clothing,49,295.85,14496.65
424,2024-06-10,South,Toys,14,435.39,6095.46
425,2024-02-24,North,Clothing,13,481.23,6255.99
426,2024-04-13,West,Clothing,45,304.18,13688.1
427,2024-08-18,South,Food,50,145.11,7255.5
428,2024-08-15,East,Food,17,183.02,3111.34
429,2024-04-12,North,Toys,49,420.67,20612.83
430,2024-04-24,East,Toys,3,283.45,850.35
431,2024-10-19,South,Electronics,17,278.89,4741.13
432,2024-04-13,West,Food,10,102.11,1021.1
433,2024-11-11,South,Toys,36,329.03,11845.08
434,2024-08-15,East,Toys,47,322.64,15164.08
435,2024-09-16,South,Food,11,74.28,817.08
436,2024-02-27,South,Electronics,34,21.74,739.16
437,2024-11-08,North,Electronics,27,73.06,1972.62
438,2024-08-12,North,Clothing,1,113.27,113.27
439,2024-01-18,North,Toys,43,246.49,10599.07
440,2024-05-18,West,Electronics,2,267.06,534.12
441,2024-11-14,East,Electronics,33,407.51,13447.83
442,2024-04-07,South,Electronics,7,264.57,1851.99
443,2024-02-12,East,Food,18,398.49,7172.82
444,2024-12-08,West,Toys,37,125.39,4639.43
445,2024-11-25,East,Electronics,42,495.88,20826.96
446,2024-09-16,North,Electronics,26,192.74,5011.24
447,2024-08-28,North,Electronics,45,89.83,4042.35
448,2024-02-17,West,Food,37,488.78,18084.86
449,2024-12-19,North,Clothing,14,451.13,6315.82
450,2024-11-09,West,Food,3,462.46,1387.38
451,2024-04-19,North,Clothing,21,12.75,267.75
452,2024-10-08,South,Toys,5,153.14,765.7
453,2024-03-26,West,Food,25,379.03,9475.75
454,2024-04-27,North,Food,4,53.35,213.4
455,2024-10-13,North,Food,39,385.66,15040.74
456,2024-08-16,East,Electronics,41,140.3,5752.3
457,2024-07-06,South,Food,36,470.87,16951.32
458,2024-04-23,West,Electronics,50,311.21,15560.5
459,2024-12-26,North,Electronics,18,81.34,1464.12
460,2024-02-01,South,Toys,21,183.55,3854.55
461,2024-02-05,East,Toys,24,381.87,9164.88
462,2024-09-17,North,Clothing,28,227.18,6361.04
463,2024-09-03,West,Electronics,2,49.36,98.72
464,2024-07-25,East,Toys,1,149.46,149.46
465,2024-11-13,North,Clothing,37,262.95,9729.15
466,2024-08-05,South,Clothing,18,154.06,2773.08
467,2024-05-16,North,Clothing,28,141.6,3964.8
468,2024-12-21,North,Food,17,472.39,8030.63
469,2024-05-01,West,Clothing,30,57.95,1738.5
470,2024-06-15,West,Food,40,193.05,7722.0
471,2024-03-10,East,Toys,42,487.24,20464.08
472,2024-07-11,East,Clothing,31,160.52,4976.12
473,2024-06-13,East,Toys,37,392.08,14506.96
474,2024-10-07,East,Toys,24,61.37,1472.88
475,2024-12-07,South,Electronics,47,233.5,10974.5
476,2024-07-22,West,Food,45,39.23,1765.35
477,2024-05-22,West,Clothing,41,154.9,6350.9
478,2024-10-16,South,Toys,25,41.61,1040.25
479,2024-06-23,West,Toys,35,23.2,812.0
480,2024-11-12,North,Electronics,50,127.87,6393.5
481,2024-11-21,South,Electronics,37,491.89,18199.93
482,2024-02-09,West,Food,28,57.44,1608.32
483,2024-08-25,South,Clothing,29,190.19,5515.51
484,2024-05-14,South,Food,2,243.97,487.94
485,2024-05-11,North,Electronics,47,75.13,3531.11
486,2024-08-04,West,Clothing,34,244.05,8297.7
487,2024-01-26,West,Toys,21,38.25,803.25
488,2024-11-26,North,Electronics,22,325.75,7166.5
489,2024-03-11,South,Clothing,34,91.35,3105.9
490,2024-11-06,West,Toys,15,399.89,5998.35
491,2024-10-07,South,Toys,26,19.45,505.7
492,2024-04-07,West,Toys,25,7.2,180.0
493,2024-09-06,East,Electronics,37,55.37,2048.69
494,2024-05-22,East,Food,13,231.49,3009.37
495,2024-07-19,West,Food,39,197.38,7697.82
496,2024-10-06,North,Food,23,423.53,9741.19
497,2024-02-08,East,Electronics,44,71.3,3137.2
498,2024-03-17,East,Electronics,12,189.79,2277.48
499,2024-07-14,West,Toys,39,73.24,2856.36
500,2024-11-06,South,Toys,41,271.0,11111.0
501,2024-06-27,South,Toys,19,74.45,1414.55
502,2024-08-05,West,Electronics,23,476.16,10951.68
503,2024-08-14,South,Toys,36,255.19,9186.84
504,2024-08-06,West,Toys,46,420.75,19354.5
505,2024-01-09,North,Electronics,49,114.16,5593.84
506,2024-10-24,South,Food,11,391.47,4306.17
507,2024-09-27,West,Electronics,37,61.53,2276.61
508,2024-09-07,East,Electronics,49,360.9,17684.1
509,2024-04-10,West,Electronics,48,415.89,19962.72
510,2024-02-15,North,Toys,17,177.55,3018.35
511,2024-10-23,North,Clothing,14,406.3,5688.2
512,2024-04-27,East,Toys,11,309.99,3409.89
513,2024-05-20,South,Electronics,37,178.65,6610.05
514,2024-10-09,South,Food,46,149.85,6893.1
515,2024-01-09,North,Clothing,49,393.92,19302.08
516,2024-06-27,South,Clothing,16,77.39,1238.24
517,2024-11-09,South,Toys,32,75.37,2411.84
518,2024-02-13,West,Toys,29,42.38,1229.02
519,2024-06-19,East,Food,30,475.38,14261.4
520,2024-11-22,North,Electronics,47,486.21,22851.87
521,2024-07-27,East,Electronics,35,201.87,7065.45
522,2024-05-11,South,Toys,18,164.82,2966.76
523,2024-01-02,South,Toys,22,447.61,9847.42
524,2024-03-15,North,Toys,2,66.5,133.0
525,2024-12-05,West,Electronics,28,105.15,2944.2
526,2024-06-09,East,Clothing,18,51.2,921.6
527,2024-03-02,North,Food,43,452.38,19452.34
528,2024-04-14,West,Food,47,351.22,16507.34
529,2024-02-05,North,Electronics,1,110.64,110.64
530,2024-06-27,South,Toys,1,8.99,8.99
531,2024-02-08,North,Toys,45,70.43,3169.35
532,2024-02-11,West,Electronics,47,403.95,18985.65
533,2024-03-21,East,Food,9,194.45,1750.05
534,2024-10-21,South,Electronics,34,283.83,9650.22
